2022571280	2130530895	2
2427589860	2504341966	2
302062366	92696551	2
302062366	694204599	2
2114819861	2472798807	2
1835661674	2005420825	2
2105924781	2165312942	2
2105924781	2810072170	2
2165312942	2810072170	2
2572891780	2498245549	2
2572891780	2584118853	2
2039207522	2407650320	2
2057371703	2271309405	2
685595908	2151766025	2
685595908	2308052382	2
685595908	2440505713	2
2151766025	2308052382	2
2151766025	2440505713	2
2308052382	2440505713	2
1152065773	2091176983	2
672399028	2111301783	3
672399028	2135079002	2
2111301783	2135079002	3
2111301783	2489453369	2
2170545008	2338005014	2
1073069721	2072018478	3
1073069721	2129661676	2
1073069721	2160346480	2
2072018478	2129661676	2
2072018478	2160346480	2
1836184132	2422323739	2
2422323739	2148615961	2
2422323739	2004307921	2
2422323739	2098218527	2
2029242188	2080806457	2
2029242188	2194448194	2
2080806457	2194448194	2
105728772	2477938175	2
105728772	2557262922	2
2477938175	2557262922	2
196776650	1940154994	2
196776650	2117442472	2
196776650	2159936505	2
1962746126	2127388143	2
2066136424	2164376273	2
1955423362	2001796083	4
1955423362	2892665737	2
2250962635	2104837260	3
2250962635	2441043418	3
2001892294	2001972782	2
2001892294	378508968	3
2001892294	2127005753	3
2001892294	2133817449	3
272022307	2046419348	2
1964143579	2105991072	2
2154279871	2781174750	2
2112275432	2145895666	2
2112275432	2840456654	2
2145895666	2840456654	2
2109452022	2724072577	3
1940154994	2117442472	2
1940154994	2159936505	2
2117442472	2159936505	2
1966117383	1967926312	2
1966117383	2013302901	2
1966117383	2108126638	2
1966117383	2126039653	2
1966117383	2190605086	2
1966117383	2567953736	2
1967926312	2013302901	2
1967926312	2108126638	3
1967926312	2126039653	2
1967926312	2190605086	2
1967926312	2567953736	2
2013302901	2108126638	2
2013302901	2126039653	2
2013302901	2190605086	2
2013302901	2567953736	2
2108126638	2126039653	2
2108126638	2190605086	2
2108126638	2567953736	3
2108126638	2154946902	2
2108126638	2252452800	2
2126039653	2190605086	2
2126039653	2567953736	2
2190605086	2567953736	2
1982003255	2153177225	2
2009519584	2157666991	2
119586271	2130471104	2
2130471104	2052826544	3
2278104133	2346373710	2
2278104133	2608672998	2
2346373710	2608672998	2
2061701724	2156049030	2
204141382	2463754138	2
2433202804	2463754138	2
2463754138	1987683718	2
2032006561	2133745906	2
2303807887	2145782825	2
2061355601	96147025	2
2617677781	2344649637	3
2617677781	2110004425	2
2617677781	2288121725	2
2617677781	1501559239	2
2617677781	2060237436	2
384016506	2034419647	3
384016506	2101189283	2
384016506	2143693067	2
384016506	2203279524	2
384016506	2228680509	2
384016506	2250877809	3
384016506	2291753729	3
384016506	2296553034	3
384016506	2801437560	2
2034419647	2101189283	2
2034419647	2143693067	2
2034419647	2203279524	2
2034419647	2228680509	2
2034419647	2250877809	3
2034419647	2291753729	3
2034419647	2296553034	3
2034419647	2801437560	2
2101189283	2143693067	2
2101189283	2203279524	2
2101189283	2228680509	2
2101189283	2250877809	2
2101189283	2291753729	2
2101189283	2296553034	2
2101189283	2801437560	2
2143693067	2203279524	2
2143693067	2228680509	2
2143693067	2250877809	2
2143693067	2291753729	2
2143693067	2296553034	2
2143693067	2801437560	2
2203279524	2228680509	2
2203279524	2250877809	2
2203279524	2291753729	2
2203279524	2296553034	2
2203279524	2801437560	2
2228680509	2250877809	2
2228680509	2291753729	2
2228680509	2296553034	2
2228680509	2801437560	2
2250877809	2291753729	3
2250877809	2296553034	3
2250877809	2801437560	2
2291753729	2296553034	3
2291753729	2801437560	2
2296553034	2801437560	2
2120645684	2137349340	2
2120645684	2139772345	2
2137349340	2139772345	2
280769908	2098864787	2
2135298103	2467238783	3
2135298103	2494116426	3
2147687818	2160924043	2
2147687818	2494116426	2
2160924043	2494116426	2
2467238783	2494116426	3
2158394993	2224767635	2
2158394993	2266017671	2
2158394993	2305287377	2
2158394993	2497533592	2
2224767635	2266017671	2
2224767635	2305287377	2
2224767635	2497533592	2
2266017671	2305287377	2
2266017671	2497533592	2
2305287377	2497533592	2
1963866689	1985640119	3
1963866689	2053067888	4
1963866689	2150379605	3
1985640119	2053067888	3
2096505960	2152071042	2
2050316178	2134359788	2
2050316178	2149441007	2
2050316178	2155335946	2
2050316178	2499434022	2
2134359788	2149441007	2
2134359788	2155335946	2
2134359788	2499434022	2
2149441007	2155335946	2
2149441007	2499434022	2
2155335946	2499434022	2
2054165226	2483325179	2
2237631860	7314351	6
2237631860	2125452357	6
2237631860	1351390273	3
2237631860	2036866194	4
2237631860	2322242159	2
2237631860	2156637046	2
2106211087	2335005042	2
2003182907	2119818245	2
2003182907	2127703959	8
2003182907	2136408502	5
2003182907	267758207	2
2003182907	2159611613	4
2003182907	2093222298	2
2127703959	2136408502	5
2127703959	267758207	2
2127703959	2159611613	3
62781182	1901004927	2
62781182	2143117340	2
1901004927	2143117340	2
2532629084	293975232	2
2532629084	1968854487	2
2532629084	2109982152	2
2532629084	2634466314	2
2532629084	2083669834	2
2532629084	2115856384	2
2532629084	2164378464	2
53539474	2490553355	2
1908990032	2135361935	2
1908990032	2019543656	5
1908990032	2116214606	5
2894370105	2004606405	2
2894370105	2135361935	2
2894370105	2143384472	2
2004606405	2135361935	2
2004606405	2143384472	2
2135361935	2143384472	2
2252532125	2286743931	2
2171767947	2307035486	2
2430706860	469816968	2
2430706860	2141406158	2
2052826544	1949954971	2
2052826544	2153478372	3
116222958	1896709198	2
116222958	2124257860	2
1896709198	2124257860	2
2145385816	662760579	2
1979579212	2007834024	2
143003204	2304828800	3
143003204	2590970644	2
143003204	2004942809	2
143003204	2037936896	2
143003204	2101756612	2
143003204	2175171250	2
2304828800	2590970644	2
2304828800	1921245410	2
2102449962	2305155919	2
2159143425	2574754682	2
1259473738	650968989	2
1259473738	2216474643	2
1259473738	2308897707	4
1259473738	2129399191	3
1259473738	2128565636	2
1259473738	2796548884	2
2559132822	2095897985	2
2559132822	2142050253	2
2080361139	2498558929	2
67829647	2558597804	3
2148650671	2224356534	3
1739518819	2015186656	4
1739518819	2061603846	3
1739518819	2170375430	3
2015186656	2061603846	4
2015186656	2170375430	8
2015186656	1968854487	12
